product_id,brand,technology,resolution,support_HDR,screensize,week_id,sales,RRP,discount,marketing_expense,cost_shifter,,
21,Sony,LCD,4k,0,50-59,16,1280,1049,0.17,1576.397644,589.5357638,,
22,Sony,LCD,4k,0,60+,16,1311,999,0.05,1576.397644,503.7916587,,
23,Sony,OLED,4k,1,40-49,16,759,1049,0.31,1576.397644,712.690211,,
24,Sony,QLED,1080p,1,50-59,16,1396,1399,0.26,1576.397644,611.8410653,,
25,Sony,OLED,4k,1,40-49,16,1310,1399,0.26,1576.397644,579.9243246,,
26,Sony,QLED,4k,1,50-59,16,1216,899,0.09,1576.397644,624.9426569,,
27,Sony,LCD,4k,0,60+,16,1154,1149,0.13,1576.397644,688.1912089,,
28,Sony,QLED,4k,0,30-39,16,1371,1649,0.22,1576.397644,626.169982,,
29,Sony,OLED,1080p,1,50-59,16,1097,1099,0.26,1576.397644,603.3799385,,
30,Sony,QLED,1080p,1,50-59,16,1245,1249,0.2,1576.397644,638.2900479,,
31,Philips,LCD,4k,1,50-59,16,1352,1099,0.17,3976.409594,609.6318935,,
32,Philips,OLED,1080p,0,30-39,16,1135,1299,0.21,3976.409594,657.9745308,,
33,Philips,OLED,1080p,1,50-59,16,1493,1349,0.14,3976.409594,590.0492141,,
34,Philips,LCD,1080p,0,50-59,16,1168,1049,0.33,3976.409594,534.3552902,,
35,Philips,OLED,1080p,1,40-49,16,1240,1199,0.3,3976.409594,557.4963508,,
36,Philips,QLED,4k,0,40-49,16,1091,1049,0.08,3976.409594,684.3156324,,
37,Philips,LCD,1080p,0,40-49,16,1188,1199,0.3,3976.409594,627.9481627,,
38,Philips,OLED,1080p,0,50-59,16,929,849,0.2,3976.409594,687.4936913,,
39,Philips,LCD,1080p,1,60+,16,1119,1449,0.3,3976.409594,689.167434,,
40,Philips,LCD,4k,1,50-59,16,1023,649,0.11,3976.409594,579.5155361,,
1,Samsung,OLED,1080p,0,50-59,17,1599,1149,0.25,4044.828421,583.3753724,,
2,Samsung,OLED,4k,1,30-39,17,1280,1149,0.25,4044.828421,662.9311334,,
3,Samsung,OLED,4k,0,30-39,17,1400,1099,0.13,4044.828421,574.4451936,,
4,Samsung,QLED,1080p,1,60+,17,1553,1249,0.24,4044.828421,640.4381291,,
5,Samsung,OLED,4k,1,50-59,17,1523,949,0.14,4044.828421,601.7180357,,
6,Samsung,QLED,4k,0,40-49,17,1412,949,0.1,4044.828421,648.5089598,,
7,Samsung,QLED,4k,1,40-49,17,1561,1249,0.26,4044.828421,618.6220422,,
8,Samsung,QLED,4k,1,40-49,17,1560,1149,0.11,4044.828421,581.7858175,,
9,Samsung,OLED,1080p,0,60+,17,1456,999,0.07,4044.828421,588.6066671,,
10,Samsung,LCD,1080p,0,40-49,17,1329,899,0.09,4044.828421,587.7275042,,
11,LG,QLED,4k,1,40-49,17,1121,999,0.1,2676.634615,603.702567,,
12,LG,QLED,1080p,0,40-49,17,1435,1449,0.21,2676.634615,525.2288672,,
13,LG,LCD,4k,0,50-59,17,1114,749,0.11,2676.634615,557.8280788,,
14,LG,QLED,4k,0,60+,17,1094,1299,0.29,2676.634615,627.1908016,,
15,LG,OLED,1080p,1,60+,17,1046,949,0.08,2676.634615,613.2304517,,
16,LG,LCD,1080p,1,40-49,17,1141,1149,0.24,2676.634615,631.1557674,,
17,LG,OLED,4k,0,30-39,17,1372,1649,0.19,2676.634615,652.9020241,,
18,LG,OLED,4k,1,40-49,17,1222,999,0.11,2676.634615,639.1131014,,
19,LG,LCD,1080p,1,40-49,17,1062,1049,0.24,2676.634615,592.1506237,,
20,LG,LCD,4k,0,40-49,17,1068,1049,0.31,2676.634615,561.0007327,,
21,Sony,LCD,4k,0,50-59,17,1644,1349,0.12,4545.421772,673.0892639,,
22,Sony,LCD,4k,0,60+,17,1621,1149,0.09,4545.421772,564.315939,,
23,Sony,OLED,4k,1,40-49,17,1197,749,0.19,4545.421772,578.3547713,,
24,Sony,QLED,1080p,1,50-59,17,1510,1199,0.24,4545.421772,641.4136715,,
25,Sony,OLED,4k,1,40-49,17,1497,1099,0.07,4545.421772,609.4084601,,
26,Sony,QLED,4k,1,50-59,17,1463,1299,0.3,4545.421772,603.8910943,,
27,Sony,LCD,4k,0,60+,17,1552,1199,0.28,4545.421772,549.9152541,,
28,Sony,QLED,4k,0,30-39,17,1195,1149,0.28,4545.421772,681.8459188,,
29,Sony,OLED,1080p,1,50-59,17,1444,799,0.12,4545.421772,570.0632952,,
30,Sony,QLED,1080p,1,50-59,17,1596,1099,0.17,4545.421772,540.9759402,,
31,Philips,LCD,4k,1,50-59,17,980,1249,0.27,1453.424174,640.5346128,,
32,Philips,OLED,1080p,0,30-39,17,839,1199,0.2,1453.424174,674.6034042,,
33,Philips,OLED,1080p,1,50-59,17,1140,1399,0.21,1453.424174,580.6554092,,
34,Philips,LCD,1080p,0,50-59,17,1080,1299,0.31,1453.424174,540.9142583,,
35,Philips,OLED,1080p,1,40-49,17,758,999,0.31,1453.424174,588.3446509,,
36,Philips,QLED,4k,0,40-49,17,815,1099,0.24,1453.424174,646.5338114,,
37,Philips,LCD,1080p,0,40-49,17,900,1149,0.18,1453.424174,683.6055849,,
38,Philips,OLED,1080p,0,50-59,17,885,899,0.1,1453.424174,653.2582555,,
39,Philips,LCD,1080p,1,60+,17,1116,1399,0.17,1453.424174,693.2499113,,
40,Philips,LCD,4k,1,50-59,17,776,799,0.24,1453.424174,555.6327384,,
1,Samsung,OLED,1080p,0,50-59,18,1209,799,0.15,2123.150234,531.0754206,,
2,Samsung,OLED,4k,1,30-39,18,1227,1049,0.11,2123.150234,607.7644531,,
3,Samsung,OLED,4k,0,30-39,18,1275,1149,0.13,2123.150234,582.6081481,,
4,Samsung,QLED,1080p,1,60+,18,1697,1649,0.26,2123.150234,575.7712353,,
5,Samsung,OLED,4k,1,50-59,18,1430,1049,0.22,2123.150234,576.5611118,,
6,Samsung,QLED,4k,0,40-49,18,1181,1099,0.14,2123.150234,665.7010568,,
7,Samsung,QLED,4k,1,40-49,18,1339,1049,0.29,2123.150234,548.9653533,,
8,Samsung,QLED,4k,1,40-49,18,1128,699,0.26,2123.150234,521.475527,,
9,Samsung,OLED,1080p,0,60+,18,1423,999,0.1,2123.150234,509.1457242,,
10,Samsung,LCD,1080p,0,40-49,18,1388,1249,0.13,2123.150234,599.0863198,,
11,LG,QLED,4k,1,40-49,18,1101,999,0.14,3332.085954,661.2722051,,
12,LG,QLED,1080p,0,40-49,18,1285,1749,0.31,3332.085954,690.2421091,,
13,LG,LCD,4k,0,50-59,18,1250,1299,0.23,3332.085954,655.2310594,,
14,LG,QLED,4k,0,60+,18,1295,1199,0.18,3332.085954,593.1041129,,
15,LG,OLED,1080p,1,60+,18,1388,1499,0.26,3332.085954,601.9339885,,
16,LG,LCD,1080p,1,40-49,18,1265,949,0.09,3332.085954,636.8826927,,
17,LG,OLED,4k,0,30-39,18,1234,1249,0.11,3332.085954,654.3298358,,
18,LG,OLED,4k,1,40-49,18,1472,1399,0.26,3332.085954,572.8994696,,
19,LG,LCD,1080p,1,40-49,18,1330,1499,0.21,3332.085954,624.6566984,,
20,LG,LCD,4k,0,40-49,18,1352,1349,0.1,3332.085954,659.7407674,,
21,Sony,LCD,4k,0,50-59,18,1593,1349,0.12,3674.869584,664.9197543,,
22,Sony,LCD,4k,0,60+,18,1218,899,0.26,3674.869584,560.0976611,,
23,Sony,OLED,4k,1,40-49,18,1348,1499,0.27,3674.869584,677.6187645,,
24,Sony,QLED,1080p,1,50-59,18,1428,1099,0.24,3674.869584,571.7812211,,
25,Sony,OLED,4k,1,40-49,18,1374,1249,0.27,3674.869584,590.8228475,,
26,Sony,QLED,4k,1,50-59,18,1503,1649,0.27,3674.869584,685.1181321,,
27,Sony,LCD,4k,0,60+,18,1490,1349,0.19,3674.869584,650.5981424,,
28,Sony,QLED,4k,0,30-39,18,1180,749,0.13,3674.869584,604.0474133,,
29,Sony,OLED,1080p,1,50-59,18,1488,1099,0.12,3674.869584,592.6649219,,
30,Sony,QLED,1080p,1,50-59,18,1476,1249,0.29,3674.869584,597.3243032,,
31,Philips,LCD,4k,1,50-59,18,954,1249,0.3,1164.21707,603.2496929,,
32,Philips,OLED,1080p,0,30-39,18,749,1199,0.3,1164.21707,591.4002511,,
33,Philips,OLED,1080p,1,50-59,18,979,1299,0.22,1164.21707,658.660588,,
34,Philips,LCD,1080p,0,50-59,18,1047,1299,0.21,1164.21707,609.9191981,,
35,Philips,OLED,1080p,1,40-49,18,1030,1099,0.18,1164.21707,528.5129452,,
36,Philips,QLED,4k,0,40-49,18,900,1399,0.3,1164.21707,612.9557195,,
37,Philips,LCD,1080p,0,40-49,18,873,1049,0.25,1164.21707,569.5583941,,
38,Philips,OLED,1080p,0,50-59,18,1112,1249,0.28,1164.21707,568.385947,,
39,Philips,LCD,1080p,1,60+,18,936,1099,0.22,1164.21707,617.2251208,,
40,Philips,LCD,4k,1,50-59,18,859,649,0.06,1164.21707,578.1813802,,
1,Samsung,OLED,1080p,0,50-59,19,1687,1099,0.18,4936.363977,545.7619919,,
2,Samsung,OLED,4k,1,30-39,19,1701,1399,0.19,4936.363977,565.4675304,,
3,Samsung,OLED,4k,0,30-39,19,1292,1049,0.25,4936.363977,667.0477359,,
4,Samsung,QLED,1080p,1,60+,19,1740,1399,0.12,4936.363977,712.9373292,,
5,Samsung,OLED,4k,1,50-59,19,1774,1349,0.16,4936.363977,637.6575376,,
6,Samsung,QLED,4k,0,40-49,19,1642,1349,0.29,4936.363977,571.8276809,,
7,Samsung,QLED,4k,1,40-49,19,1546,849,0.12,4936.363977,566.8623521,,
8,Samsung,QLED,4k,1,40-49,19,1446,999,0.32,4936.363977,570.2241458,,
9,Samsung,OLED,1080p,0,60+,19,1802,1199,0.1,4936.363977,545.915514,,
10,Samsung,LCD,1080p,0,40-49,19,1605,1149,0.1,4936.363977,629.2307672,,
11,LG,QLED,4k,1,40-49,19,1195,1049,0.1,2202.216094,581.2941675,,
12,LG,QLED,1080p,0,40-49,19,1260,1049,0.2,2202.216094,498.9765747,,
13,LG,LCD,4k,0,50-59,19,1038,849,0.3,2202.216094,531.5726443,,
14,LG,QLED,4k,0,60+,19,1267,1299,0.07,2202.216094,704.8488293,,
15,LG,OLED,1080p,1,60+,19,1300,1699,0.28,2202.216094,658.1187644,,
16,LG,LCD,1080p,1,40-49,19,1211,1049,0.1,2202.216094,608.8685089,,
17,LG,OLED,4k,0,30-39,19,843,899,0.16,2202.216094,603.098169,,
18,LG,OLED,4k,1,40-49,19,1058,1299,0.3,2202.216094,636.4227654,,
19,LG,LCD,1080p,1,40-49,19,978,949,0.09,2202.216094,606.7470158,,
20,LG,LCD,4k,0,40-49,19,1328,1199,0.11,2202.216094,628.3221502,,
21,Sony,LCD,4k,0,50-59,19,1406,1049,0.12,2827.200868,554.6587637,,
22,Sony,LCD,4k,0,60+,19,1228,949,0.28,2827.200868,517.6142009,,
23,Sony,OLED,4k,1,40-49,19,1216,949,0.16,2827.200868,521.5674965,,
24,Sony,QLED,1080p,1,50-59,19,1570,1399,0.21,2827.200868,556.0169547,,
25,Sony,OLED,4k,1,40-49,19,1336,1049,0.08,2827.200868,599.8522879,,
26,Sony,QLED,4k,1,50-59,19,1514,1249,0.16,2827.200868,606.2203912,,
27,Sony,LCD,4k,0,60+,19,1528,1349,0.15,2827.200868,664.9770488,,
28,Sony,QLED,4k,0,30-39,19,1467,1699,0.25,2827.200868,672.626876,,
29,Sony,OLED,1080p,1,50-59,19,1063,849,0.33,2827.200868,626.5217332,,
30,Sony,QLED,1080p,1,50-59,19,1071,799,0.27,2827.200868,620.1575124,,
31,Philips,LCD,4k,1,50-59,19,1195,1399,0.28,2492.48243,573.9651038,,
32,Philips,OLED,1080p,0,30-39,19,979,1099,0.18,2492.48243,618.0663386,,
33,Philips,OLED,1080p,1,50-59,19,1244,1199,0.11,2492.48243,587.4737102,,
34,Philips,LCD,1080p,0,50-59,19,1230,1149,0.15,2492.48243,587.8466665,,
35,Philips,OLED,1080p,1,40-49,19,1051,1099,0.22,2492.48243,558.3377443,,
36,Philips,QLED,4k,0,40-49,19,1014,1399,0.3,2492.48243,680.2564996,,
37,Philips,LCD,1080p,0,40-49,19,1306,1599,0.29,2492.48243,590.8312169,,
38,Philips,OLED,1080p,0,50-59,19,850,699,0.12,2492.48243,603.8647219,,
39,Philips,LCD,1080p,1,60+,19,1144,949,0.12,2492.48243,529.0684843,,
40,Philips,LCD,4k,1,50-59,19,1455,1449,0.1,2492.48243,608.507066,,
1,Samsung,OLED,1080p,0,50-59,20,1523,949,0.06,4854.685581,632.7005323,,
2,Samsung,OLED,4k,1,30-39,20,1655,1449,0.23,4854.685581,600.6055482,,
3,Samsung,OLED,4k,0,30-39,20,1579,1099,0.12,4854.685581,585.1729051,,
4,Samsung,QLED,1080p,1,60+,20,1668,1449,0.31,4854.685581,628.059101,,
5,Samsung,OLED,4k,1,50-59,20,1683,1399,0.3,4854.685581,642.0260202,,
6,Samsung,QLED,4k,0,40-49,20,1487,899,0.11,4854.685581,585.2176189,,
7,Samsung,QLED,4k,1,40-49,20,1559,999,0.17,4854.685581,536.3823543,,
8,Samsung,QLED,4k,1,40-49,20,1505,949,0.1,4854.685581,618.7114181,,
9,Samsung,OLED,1080p,0,60+,20,1561,1199,0.26,4854.685581,547.0893999,,
10,Samsung,LCD,1080p,0,40-49,20,1309,1049,0.27,4854.685581,647.8391417,,
11,LG,QLED,4k,1,40-49,20,953,1149,0.2,1588.263338,654.6399608,,
12,LG,QLED,1080p,0,40-49,20,1318,1299,0.16,1588.263338,592.0619586,,
13,LG,LCD,4k,0,50-59,20,1008,599,0.08,1588.263338,510.8545896,,
14,LG,QLED,4k,0,60+,20,1165,1599,0.29,1588.263338,666.3011916,,
15,LG,OLED,1080p,1,60+,20,1081,1099,0.14,1588.263338,682.5378671,,
16,LG,LCD,1080p,1,40-49,20,1182,1649,0.24,1588.263338,647.364048,,
17,LG,OLED,4k,0,30-39,20,1002,1099,0.18,1588.263338,572.2888514,,
18,LG,OLED,4k,1,40-49,20,1131,1199,0.13,1588.263338,597.9368629,,
19,LG,LCD,1080p,1,40-49,20,1030,1249,0.17,1588.263338,630.4541765,,
20,LG,LCD,4k,0,40-49,20,848,1099,0.31,1588.263338,675.9954307,,
21,Sony,LCD,4k,0,50-59,20,1465,1249,0.25,3864.012713,595.8018095,,
22,Sony,LCD,4k,0,60+,20,1406,1199,0.27,3864.012713,551.8722631,,
23,Sony,OLED,4k,1,40-49,20,1283,1349,0.23,3864.012713,672.3959982,,
24,Sony,QLED,1080p,1,50-59,20,1569,1299,0.22,3864.012713,603.6999522,,
25,Sony,OLED,4k,1,40-49,20,1382,1149,0.19,3864.012713,611.7012106,,
26,Sony,QLED,4k,1,50-59,20,1444,1249,0.24,3864.012713,650.0908357,,
27,Sony,LCD,4k,0,60+,20,1107,799,0.29,3864.012713,623.0151387,,
28,Sony,QLED,4k,0,30-39,20,1340,1249,0.19,3864.012713,711.3286359,,
29,Sony,OLED,1080p,1,50-59,20,1679,1149,0.06,3864.012713,596.9630896,,
30,Sony,QLED,1080p,1,50-59,20,1639,1399,0.2,3864.012713,621.4027863,,
31,Philips,LCD,4k,1,50-59,20,1351,1299,0.18,3006.637864,575.8917202,,
32,Philips,OLED,1080p,0,30-39,20,1172,1499,0.3,3006.637864,627.4454936,,
33,Philips,OLED,1080p,1,50-59,20,1093,1399,0.3,3006.637864,634.2901372,,
34,Philips,LCD,1080p,0,50-59,20,1038,1099,0.3,3006.637864,578.1052207,,
35,Philips,OLED,1080p,1,40-49,20,1090,999,0.16,3006.637864,597.0324267,,
36,Philips,QLED,4k,0,40-49,20,1129,899,0.17,3006.637864,525.7570105,,
37,Philips,LCD,1080p,0,40-49,20,1231,1199,0.1,3006.637864,633.8684071,,
38,Philips,OLED,1080p,0,50-59,20,1132,1249,0.16,3006.637864,725.0971514,,
39,Philips,LCD,1080p,1,60+,20,1189,1249,0.13,3006.637864,644.4141124,,
40,Philips,LCD,4k,1,50-59,20,861,849,0.09,3006.637864,749.8128485,,
1,Samsung,OLED,1080p,0,50-59,21,1133,999,0.1,1112.360937,676.8111285,,
2,Samsung,OLED,4k,1,30-39,21,999,999,0.14,1112.360937,621.5957069,,
3,Samsung,OLED,4k,0,30-39,21,1222,1349,0.17,1112.360937,629.7078359,,
4,Samsung,QLED,1080p,1,60+,21,1085,699,0.18,1112.360937,487.1253847,,
5,Samsung,OLED,4k,1,50-59,21,1180,1349,0.21,1112.360937,678.1691452,,
6,Samsung,QLED,4k,0,40-49,21,1200,999,0.13,1112.360937,618.7142923,,
7,Samsung,QLED,4k,1,40-49,21,1414,1349,0.06,1112.360937,688.0007712,,
8,Samsung,QLED,4k,1,40-49,21,1348,1299,0.27,1112.360937,550.1754637,,
9,Samsung,OLED,1080p,0,60+,21,1306,1449,0.26,1112.360937,608.5171526,,
10,Samsung,LCD,1080p,0,40-49,21,1115,1199,0.32,1112.360937,608.7720405,,
11,LG,QLED,4k,1,40-49,21,1195,1599,0.25,2102.215596,680.4370437,,
12,LG,QLED,1080p,0,40-49,21,1202,1249,0.2,2102.215596,597.5078428,,
13,LG,LCD,4k,0,50-59,21,1299,1199,0.15,2102.215596,586.1974665,,
14,LG,QLED,4k,0,60+,21,1178,1049,0.21,2102.215596,564.5049837,,
15,LG,OLED,1080p,1,60+,21,1364,1349,0.17,2102.215596,588.5701546,,
16,LG,LCD,1080p,1,40-49,21,930,1099,0.28,2102.215596,624.6892119,,
17,LG,OLED,4k,0,30-39,21,1084,1099,0.2,2102.215596,600.9865118,,
18,LG,OLED,4k,1,40-49,21,988,1149,0.32,2102.215596,613.2621731,,
19,LG,LCD,1080p,1,40-49,21,913,1049,0.14,2102.215596,664.7415023,,
20,LG,LCD,4k,0,40-49,21,1174,1449,0.28,2102.215596,609.9206576,,
21,Sony,LCD,4k,0,50-59,21,1481,899,0.13,3828.626739,508.0101472,,
22,Sony,LCD,4k,0,60+,21,1409,949,0.07,3828.626739,537.4525469,,
23,Sony,OLED,4k,1,40-49,21,1623,1399,0.11,3828.626739,578.7904659,,
24,Sony,QLED,1080p,1,50-59,21,1515,1299,0.28,3828.626739,535.9557891,,
25,Sony,OLED,4k,1,40-49,21,1369,1149,0.18,3828.626739,600.2774237,,
26,Sony,QLED,4k,1,50-59,21,1578,1299,0.19,3828.626739,590.7332471,,
27,Sony,LCD,4k,0,60+,21,1411,1299,0.31,3828.626739,561.7215974,,
28,Sony,QLED,4k,0,30-39,21,1228,1149,0.23,3828.626739,638.3032893,,
29,Sony,OLED,1080p,1,50-59,21,1552,1349,0.17,3828.626739,611.6413118,,
30,Sony,QLED,1080p,1,50-59,21,1472,1099,0.09,3828.626739,641.6809601,,
31,Philips,LCD,4k,1,50-59,21,1483,1249,0.19,4801.536758,605.7149572,,
32,Philips,OLED,1080p,0,30-39,21,1252,1149,0.17,4801.536758,604.8822049,,
33,Philips,OLED,1080p,1,50-59,21,1402,1299,0.26,4801.536758,615.6908671,,
34,Philips,LCD,1080p,0,50-59,21,1301,1049,0.1,4801.536758,595.6455283,,
35,Philips,OLED,1080p,1,40-49,21,1143,899,0.23,4801.536758,574.0499061,,
36,Philips,QLED,4k,0,40-49,21,1364,1099,0.12,4801.536758,588.0692128,,
37,Philips,LCD,1080p,0,40-49,21,1212,849,0.11,4801.536758,600.9408187,,
38,Philips,OLED,1080p,0,50-59,21,1428,1249,0.29,4801.536758,570.7950455,,
39,Philips,LCD,1080p,1,60+,21,1355,1199,0.29,4801.536758,547.641425,,
40,Philips,LCD,4k,1,50-59,21,1292,1149,0.2,4801.536758,637.0449628,,
1,Samsung,OLED,1080p,0,50-59,22,1482,799,0.18,3988.267406,572.0521471,,
2,Samsung,OLED,4k,1,30-39,22,1704,1349,0.14,3988.267406,591.1427245,,
3,Samsung,OLED,4k,0,30-39,22,1371,1349,0.25,3988.267406,688.9141025,,
4,Samsung,QLED,1080p,1,60+,22,1336,899,0.25,3988.267406,612.3287823,,
5,Samsung,OLED,4k,1,50-59,22,1427,999,0.28,3988.267406,556.2712388,,
6,Samsung,QLED,4k,0,40-49,22,1511,1299,0.22,3988.267406,574.3089755,,
7,Samsung,QLED,4k,1,40-49,22,1532,1349,0.24,3988.267406,601.0903338,,
8,Samsung,QLED,4k,1,40-49,22,1424,999,0.17,3988.267406,580.9861743,,
9,Samsung,OLED,1080p,0,60+,22,1595,1199,0.27,3988.267406,507.8309641,,
10,Samsung,LCD,1080p,0,40-49,22,1524,1549,0.3,3988.267406,606.7669949,,
11,LG,QLED,4k,1,40-49,22,1070,1199,0.16,1811.876973,618.1240588,,
12,LG,QLED,1080p,0,40-49,22,1077,1249,0.31,1811.876973,628.3024758,,
13,LG,LCD,4k,0,50-59,22,1229,1149,0.21,1811.876973,495.3466313,,
14,LG,QLED,4k,0,60+,22,972,1149,0.24,1811.876973,638.3109175,,
15,LG,OLED,1080p,1,60+,22,1033,1099,0.13,1811.876973,639.9360033,,
16,LG,LCD,1080p,1,40-49,22,1165,1249,0.15,1811.876973,621.9801922,,
17,LG,OLED,4k,0,30-39,22,816,1099,0.28,1811.876973,636.250296,,
18,LG,OLED,4k,1,40-49,22,1119,899,0.12,1811.876973,573.5757019,,
19,LG,LCD,1080p,1,40-49,22,1046,1049,0.18,1811.876973,640.4036261,,
20,LG,LCD,4k,0,40-49,22,1078,1299,0.31,1811.876973,619.3052285,,
21,Sony,LCD,4k,0,50-59,22,1212,799,0.17,3586.872223,588.0021237,,
22,Sony,LCD,4k,0,60+,22,1442,1299,0.21,3586.872223,665.3133406,,
23,Sony,OLED,4k,1,40-49,22,1482,1199,0.13,3586.872223,572.2694715,,
24,Sony,QLED,1080p,1,50-59,22,1411,1349,0.26,3586.872223,660.7673394,,
25,Sony,OLED,4k,1,40-49,22,1481,999,0.14,3586.872223,510.1722977,,
26,Sony,QLED,4k,1,50-59,22,1435,1099,0.24,3586.872223,575.0864967,,
27,Sony,LCD,4k,0,60+,22,1342,1049,0.2,3586.872223,636.0887632,,
28,Sony,QLED,4k,0,30-39,22,1367,999,0.13,3586.872223,558.240434,,
29,Sony,OLED,1080p,1,50-59,22,1366,1149,0.25,3586.872223,658.5935641,,
30,Sony,QLED,1080p,1,50-59,22,1208,949,0.08,3586.872223,687.5960549,,
31,Philips,LCD,4k,1,50-59,22,1411,999,0.13,4793.825449,572.2135025,,
32,Philips,OLED,1080p,0,30-39,22,1134,1099,0.21,4793.825449,646.6202679,,
33,Philips,OLED,1080p,1,50-59,22,1310,849,0.17,4793.825449,536.3645736,,
34,Philips,LCD,1080p,0,50-59,22,1143,1049,0.19,4793.825449,670.5624497,,
35,Philips,OLED,1080p,1,40-49,22,1351,1399,0.17,4793.825449,632.7171874,,
36,Philips,QLED,4k,0,40-49,22,1398,1449,0.29,4793.825449,596.8243605,,
37,Philips,LCD,1080p,0,40-49,22,1222,1099,0.21,4793.825449,570.9639833,,
38,Philips,OLED,1080p,0,50-59,22,1257,799,0.06,4793.825449,598.6418636,,
39,Philips,LCD,1080p,1,60+,22,1303,1199,0.24,4793.825449,595.6522441,,
40,Philips,LCD,4k,1,50-59,22,1401,1199,0.18,4793.825449,631.9219646,,
1,Samsung,OLED,1080p,0,50-59,23,1212,849,0.28,2467.106717,533.7358048,,
2,Samsung,OLED,4k,1,30-39,23,1234,899,0.12,2467.106717,588.5542793,,
3,Samsung,OLED,4k,0,30-39,23,1206,749,0.16,2467.106717,442.8892692,,
4,Samsung,QLED,1080p,1,60+,23,1352,1249,0.15,2467.106717,673.1892662,,
5,Samsung,OLED,4k,1,50-59,23,1266,1099,0.27,2467.106717,591.1673004,,
6,Samsung,QLED,4k,0,40-49,23,1223,1149,0.29,2467.106717,600.8107712,,
7,Samsung,QLED,4k,1,40-49,23,927,749,0.23,2467.106717,648.5673072,,
8,Samsung,QLED,4k,1,40-49,23,1283,1049,0.19,2467.106717,552.4260016,,
9,Samsung,OLED,1080p,0,60+,23,1217,849,0.1,2467.106717,561.4642285,,
10,Samsung,LCD,1080p,0,40-49,23,1231,1099,0.29,2467.106717,567.6057982,,
11,LG,QLED,4k,1,40-49,23,1182,949,0.08,1900.78159,538.218464,,
12,LG,QLED,1080p,0,40-49,23,1128,1349,0.18,1900.78159,676.543917,,
13,LG,LCD,4k,0,50-59,23,1156,1099,0.15,1900.78159,584.8856123,,
14,LG,QLED,4k,0,60+,23,1044,949,0.18,1900.78159,573.8856547,,
15,LG,OLED,1080p,1,60+,23,1179,1149,0.09,1900.78159,628.265973,,
16,LG,LCD,1080p,1,40-49,23,1316,1549,0.28,1900.78159,563.4578455,,
17,LG,OLED,4k,0,30-39,23,1133,1149,0.18,1900.78159,548.2161866,,
18,LG,OLED,4k,1,40-49,23,1073,1099,0.29,1900.78159,605.3208948,,
19,LG,LCD,1080p,1,40-49,23,1126,1299,0.21,1900.78159,601.747986,,
20,LG,LCD,4k,0,40-49,23,1370,1349,0.18,1900.78159,580.0515656,,
21,Sony,LCD,4k,0,50-59,23,1421,1149,0.29,4663.893236,621.6101704,,
22,Sony,LCD,4k,0,60+,23,1492,999,0.19,4663.893236,518.3750329,,
23,Sony,OLED,4k,1,40-49,23,1219,799,0.1,4663.893236,599.6943626,,
24,Sony,QLED,1080p,1,50-59,23,1468,999,0.18,4663.893236,643.3948101,,
25,Sony,OLED,4k,1,40-49,23,1298,749,0.1,4663.893236,543.3607448,,
26,Sony,QLED,4k,1,50-59,23,1678,999,0.08,4663.893236,493.0532914,,
27,Sony,LCD,4k,0,60+,23,1545,1499,0.25,4663.893236,710.9752686,,
28,Sony,QLED,4k,0,30-39,23,1525,1449,0.25,4663.893236,601.4415982,,
29,Sony,OLED,1080p,1,50-59,23,1681,1449,0.28,4663.893236,589.5914257,,
30,Sony,QLED,1080p,1,50-59,23,1293,799,0.23,4663.893236,646.9203408,,
31,Philips,LCD,4k,1,50-59,23,1224,1249,0.3,3578.473277,643.5311102,,
32,Philips,OLED,1080p,0,30-39,23,1290,1599,0.27,3578.473277,604.9058549,,
33,Philips,OLED,1080p,1,50-59,23,1532,1199,0.15,3578.473277,516.7429255,,
34,Philips,LCD,1080p,0,50-59,23,1147,899,0.08,3578.473277,545.0445449,,
35,Philips,OLED,1080p,1,40-49,23,1294,1249,0.16,3578.473277,610.4054222,,
36,Philips,QLED,4k,0,40-49,23,1086,1299,0.26,3578.473277,674.2782996,,
37,Philips,LCD,1080p,0,40-49,23,879,899,0.17,3578.473277,669.613998,,
38,Philips,OLED,1080p,0,50-59,23,1414,1149,0.09,3578.473277,627.5478452,,
39,Philips,LCD,1080p,1,60+,23,1021,1049,0.32,3578.473277,578.9515721,,
40,Philips,LCD,4k,1,50-59,23,1245,1599,0.29,3578.473277,733.6178601,,
1,Samsung,OLED,1080p,0,50-59,24,1744,1799,0.29,2416.209903,597.9304786,,
2,Samsung,OLED,4k,1,30-39,24,1163,1049,0.08,2416.209903,701.0856233,,
3,Samsung,OLED,4k,0,30-39,24,1172,949,0.11,2416.209903,584.3092965,,
4,Samsung,QLED,1080p,1,60+,24,1102,749,0.15,2416.209903,599.1914929,,
5,Samsung,OLED,4k,1,50-59,24,1373,1449,0.23,2416.209903,677.1030413,,
6,Samsung,QLED,4k,0,40-49,24,1314,1299,0.28,2416.209903,652.7689195,,
7,Samsung,QLED,4k,1,40-49,24,1139,949,0.26,2416.209903,620.2621014,,
8,Samsung,QLED,4k,1,40-49,24,1289,949,0.17,2416.209903,519.2038098,,
9,Samsung,OLED,1080p,0,60+,24,1627,1349,0.21,2416.209903,498.5200931,,
10,Samsung,LCD,1080p,0,40-49,24,1415,1149,0.1,2416.209903,627.2345033,,
